,Title,Link,Author,Rating,Score
661,"Into the Wild (Warriors, #1)",https://goodreads.com/book/show/111332.Into_the_Wild,Erin Hunter,4.31,"13,944"
662,The Girl on the Train,https://goodreads.com/book/show/22557272-the-girl-on-the-train,Paula Hawkins,3.96,"13,924"
663,"Poison Study (Study, #1)",https://goodreads.com/book/show/60510.Poison_Study,Maria V. Snyder,4.10,"13,906"
664,"Oryx and Crake (MaddAddam, #1)",https://goodreads.com/book/show/46756.Oryx_and_Crake,Margaret Atwood,4.01,"13,827"
665,Foucault's Pendulum,https://goodreads.com/book/show/17841.Foucault_s_Pendulum,Umberto Eco,3.91,"13,819"
666,"City of Ashes (The Mortal Instruments, #2)",https://goodreads.com/book/show/1582996.City_of_Ashes,Cassandra Clare,4.12,"13,778"
667,Seabiscuit: An American Legend,https://goodreads.com/book/show/110737.Seabiscuit,Laura Hillenbrand,4.22,"13,740"
668,"The Wicked King (The Folk of the Air, #2)",https://goodreads.com/book/show/26032887-the-wicked-king,Holly Black,4.32,"13,699"
669,Mythology,https://goodreads.com/book/show/23522.Mythology,Edith Hamilton,4.03,"13,686"
670,The Memory Keeper's Daughter,https://goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter,Kim Edwards,3.69,"13,661"
671,"Where She Went (If I Stay, #2)",https://goodreads.com/book/show/8492825-where-she-went,Gayle Forman,3.98,"13,571"
672,The Glass Castle,https://goodreads.com/book/show/7445.The_Glass_Castle,Jeannette Walls,4.31,"13,545"
673,"Oedipus Rex  (The Theban Plays, #1)",https://goodreads.com/book/show/1554.Oedipus_Rex,Sophocles,3.72,"13,531"
674,House of Leaves,https://goodreads.com/book/show/24800.House_of_Leaves,Mark Z. Danielewski,4.09,"13,502"
675,"Left Behind (Left Behind, #1)",https://goodreads.com/book/show/27523.Left_Behind,Tim LaHaye,3.85,"13,492"
676,A People's History of the United States,https://goodreads.com/book/show/2767.A_People_s_History_of_the_United_States,Howard Zinn,4.07,"13,454"
677,Native Son,https://goodreads.com/book/show/15622.Native_Son,Richard Wright,4.03,"13,433"
678,"The Bourne Identity (Jason Bourne, #1)",https://goodreads.com/book/show/7869.The_Bourne_Identity,Robert Ludlum,4.05,"13,426"
679,The History of Love,https://goodreads.com/book/show/3867.The_History_of_Love,Nicole Krauss,3.92,"13,420"
680,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",https://goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before,Jenny Han,4.05,"13,420"
681,The Night Before Christmas,https://goodreads.com/book/show/196970.The_Night_Before_Christmas,Clement Clarke Moore,4.38,"13,411"
682,Something Wicked This Way Comes,https://goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes,Ray Bradbury,3.91,"13,337"
683,They Both Die at the End,https://goodreads.com/book/show/33385229-they-both-die-at-the-end,Adam Silvera,3.78,"13,307"
684,The Bluest Eye,https://goodreads.com/book/show/11337.The_Bluest_Eye,Toni Morrison,4.11,"13,288"
685,If on a Winter's Night a Traveler,https://goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,Italo Calvino,4.04,"13,242"
686,"Darkfever (Fever, #1)",https://goodreads.com/book/show/112750.Darkfever,Karen Marie Moning,4.06,"13,204"
687,We Have Always Lived in the Castle,https://goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,Shirley Jackson,3.94,"13,176"
688,"The Killer Angels (The Civil War Trilogy, #2)",https://goodreads.com/book/show/682804.The_Killer_Angels,Michael Shaara,4.32,"13,152"
689,Daisy Jones & The Six,https://goodreads.com/book/show/40597810-daisy-jones-the-six,Taylor Jenkins Reid,4.22,"13,070"
690,Rosencrantz and Guildenstern Are Dead,https://goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead,Tom Stoppard,4.04,"13,065"
691,"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",https://goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,Jules Verne,3.89,"13,046"
692,"Champion (Legend, #3)",https://goodreads.com/book/show/14290364-champion,Marie Lu,4.32,"13,003"
693,The Magus,https://goodreads.com/book/show/16286.The_Magus,John Fowles,4.05,"13,000"
694,The Ocean at the End of the Lane,https://goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,Neil Gaiman,4.02,"12,998"
695,"Shadowfever (Fever, #5)",https://goodreads.com/book/show/7304203-shadowfever,Karen Marie Moning,4.39,"12,995"
696,Dandelion Wine,https://goodreads.com/book/show/50033.Dandelion_Wine,Ray Bradbury,4.08,"12,989"
697,"Gone (Gone, #1)",https://goodreads.com/book/show/2536134.Gone,Michael  Grant,3.86,"12,920"
698,The Long Walk,https://goodreads.com/book/show/9014.The_Long_Walk,Richard Bachman,4.09,"12,885"
699,The Silent Patient,https://goodreads.com/book/show/40097951-the-silent-patient,Alex Michaelides,4.18,"12,885"
700,Battle Royale,https://goodreads.com/book/show/57891.Battle_Royale,Koushun Takami,4.25,"12,882"
701,The Wasp Factory,https://goodreads.com/book/show/567678.The_Wasp_Factory,Iain Banks,3.78,"12,876"
702,"Dome: Rebellion (Dome, #1)",https://goodreads.com/book/show/65151985-dome,Johnathon Nicolaou,4.51,"12,873"
703,"Night Watch (Discworld, #29; City Watch, #6)",https://goodreads.com/book/show/47989.Night_Watch,Terry Pratchett,4.49,"12,872"
704,Miracle,https://goodreads.com/book/show/123175195-miracle,Johnathon Nicolaou,4.53,"12,844"
705,"Assassin's Apprentice (Farseer Trilogy, #1)",https://goodreads.com/book/show/77197.Assassin_s_Apprentice,Robin Hobb,4.18,"12,842"
706,John Adams,https://goodreads.com/book/show/2203.John_Adams,David McCullough,4.07,"12,803"
707,On Writing: A Memoir of the Craft,https://goodreads.com/book/show/10569.On_Writing,Stephen King,4.33,"12,798"
708,"Alanna: The First Adventure (Song of the Lioness, #1)",https://goodreads.com/book/show/13831.Alanna,Tamora Pierce,4.27,"12,779"
709,Watchers,https://goodreads.com/book/show/32423.Watchers,Dean Koontz,4.18,"12,772"
710,"The Fiery Cross (Outlander, #5)",https://goodreads.com/book/show/10967.The_Fiery_Cross,Diana Gabaldon,4.25,"12,769"
711,The Holy Bible: King James Version,https://goodreads.com/book/show/1923820.The_Holy_Bible,Anonymous,4.43,"12,739"
712,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",https://goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda,Becky Albertalli,4.17,"12,718"
713,House of Sand and Fog,https://goodreads.com/book/show/38311414-house-of-sand-and-fog,Andre Dubus III,3.86,"12,701"
714,Possession,https://goodreads.com/book/show/41219.Possession,A.S. Byatt,3.89,"12,691"
715,Of Monsters And Planes,https://goodreads.com/book/show/150184023-of-monsters-and-planes,Johnathon Nicolaou,4.62,"12,671"
716,The Blind Assassin,https://goodreads.com/book/show/78433.The_Blind_Assassin,Margaret Atwood,3.96,"12,654"
717,"The Queen of Nothing (The Folk of the Air, #3)",https://goodreads.com/book/show/26032912-the-queen-of-nothing,Holly Black,4.36,"12,641"
718,"Pretties (Uglies, #2)",https://goodreads.com/book/show/24768.Pretties,Scott Westerfeld,3.84,"12,636"
719,"Lover Unbound (Black Dagger Brotherhood, #5)",https://goodreads.com/book/show/304027.Lover_Unbound,J.R. Ward,4.31,"12,632"
720,Papillon,https://goodreads.com/book/show/6882.Papillon,Henri Charrière,4.23,"12,589"
721,"Red Rising (Red Rising Saga, #1)",https://goodreads.com/book/show/15839976-red-rising,Pierce Brown,4.26,"12,587"
722,"One for the Money (Stephanie Plum, #1)",https://goodreads.com/book/show/6853.One_for_the_Money,Janet Evanovich,4.04,"12,540"
723,"A Breath of Snow and Ashes (Outlander, #6)",https://goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes,Diana Gabaldon,4.44,"12,534"
724,Mistress Suffragette,https://goodreads.com/book/show/34521870-mistress-suffragette,Diana   Forbes,4.29,"12,464"
725,A Man Called Ove,https://goodreads.com/book/show/18774964-a-man-called-ove,Fredrik Backman,4.38,"12,441"
726,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,https://goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,E.L. Konigsburg,4.15,"12,369"
727,Veronika Decides to Die,https://goodreads.com/book/show/1431.Veronika_Decides_to_Die,Paulo Coelho,3.73,"12,366"
728,"The Dark Tower (The Dark Tower, #7)",https://goodreads.com/book/show/5091.The_Dark_Tower,Stephen King,4.28,"12,293"
729,"Heartstopper: Volume One (Heartstopper, #1)",https://goodreads.com/book/show/40495957-heartstopper,Alice Oseman,4.49,"12,293"
730,Grimm's Fairy Tales,https://goodreads.com/book/show/19351490-grimm-s-fairy-tales,Jacob Grimm,4.13,"12,208"
731,Geek Love,https://goodreads.com/book/show/13872.Geek_Love,Katherine Dunn,3.96,"12,191"
732,"Odd Thomas (Odd Thomas, #1)",https://goodreads.com/book/show/14995.Odd_Thomas,Dean Koontz,3.98,"12,120"
733,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,https://goodreads.com/book/show/1202.Freakonomics,Steven D. Levitt,4.00,"12,118"
734,The Sirens of Titan,https://goodreads.com/book/show/4982.The_Sirens_of_Titan,Kurt Vonnegut Jr.,4.15,"12,095"
735,"Death on the Nile (Hercule Poirot, #18)",https://goodreads.com/book/show/131359.Death_on_the_Nile,Agatha Christie,4.12,"12,017"
736,The Love Hypothesis,https://goodreads.com/book/show/56732449-the-love-hypothesis,Ali Hazelwood,4.17,"11,972"
737,Cosmos,https://goodreads.com/book/show/55030.Cosmos,Carl Sagan,4.39,"11,956"
738,"The Blood of Olympus (The Heroes of Olympus, #5)",https://goodreads.com/book/show/18705209-the-blood-of-olympus,Rick Riordan,4.43,"11,923"
739,Corelli's Mandolin,https://goodreads.com/book/show/3388.Corelli_s_Mandolin,Louis de Bernières,4.01,"11,904"
740,Prodigal Summer,https://goodreads.com/book/show/14249.Prodigal_Summer,Barbara Kingsolver,4.03,"11,874"
741,Jitterbug Perfume,https://goodreads.com/book/show/8682.Jitterbug_Perfume,Tom Robbins,4.23,"11,834"
742,The Trigger: Hunting the Assassin Who Brought the World to War,https://goodreads.com/book/show/18300212-the-trigger,Tim Butcher,3.79,"11,822"
743,A Heartbreaking Work of Staggering Genius,https://goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,Dave Eggers,3.69,"11,818"
744,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",https://goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,Ann Brashares,3.83,"11,811"
745,Verity,https://goodreads.com/book/show/59344312-verity,Colleen Hoover,4.33,"11,803"
746,Under the Dome,https://goodreads.com/book/show/6320534-under-the-dome,Stephen King,3.92,"11,786"
747,Bury My Heart at Wounded Knee: An Indian History of the American West,https://goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee,Dee Brown,4.24,"11,751"
748,"The Death Cure (The Maze Runner, #3)",https://goodreads.com/book/show/7864437-the-death-cure,James Dashner,3.78,"11,721"
749,The Witch of Blackbird Pond,https://goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond,Elizabeth George Speare,4.01,"11,708"
750,"Tempted (House of Night, #6)",https://goodreads.com/book/show/6262365-tempted,P.C. Cast,3.95,"11,696"
751,"Prodigy (Legend, #2)",https://goodreads.com/book/show/13414446-prodigy,Marie Lu,4.23,"11,688"
752,The Book of Mormon: Another Testament of Jesus Christ,https://goodreads.com/book/show/323355.The_Book_of_Mormon,Joseph Smith Jr.,4.25,"11,660"
753,The Elegance of the Hedgehog,https://goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog,Muriel Barbery,3.80,"11,651"
754,"The Alienist (Dr. Laszlo Kreizler, #1)",https://goodreads.com/book/show/40024.The_Alienist,Caleb Carr,4.06,"11,613"
755,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",https://goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,Ally Carter,3.84,"11,593"
756,Anthem,https://goodreads.com/book/show/667.Anthem,Ayn Rand,3.62,"11,577"
757,Howl and Other Poems,https://goodreads.com/book/show/6295.Howl_and_Other_Poems,Allen Ginsberg,4.13,"11,517"
758,"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",https://goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency,Alexander McCall Smith,3.81,"11,483"
759,Sharp Objects,https://goodreads.com/book/show/18045891-sharp-objects,Gillian Flynn,4.01,"11,476"
760,It's Kind of a Funny Story,https://goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story,Ned Vizzini,4.09,"11,429"
761,The Iliad,https://goodreads.com/book/show/1371.The_Iliad,Homer,3.90,"11,406"
762,"The Hero of Ages (Mistborn, #3)",https://goodreads.com/book/show/2767793-the-hero-of-ages,Brandon Sanderson,4.53,"11,402"
763,How to Win Friends and Influence People,https://goodreads.com/book/show/4865.How_to_Win_Friends_and_Influence_People,Dale Carnegie,4.22,"11,389"
764,Message in a Bottle,https://goodreads.com/book/show/3478.Message_in_a_Bottle,Nicholas Sparks,3.97,"11,388"
765,Ivanhoe,https://goodreads.com/book/show/6440.Ivanhoe,Walter Scott,3.76,"11,335"
766,"Love Story (Love Story, #1)",https://goodreads.com/book/show/73968.Love_Story,Erich Segal,3.64,"11,334"
767,"The Big Sleep (Philip Marlowe, #1)",https://goodreads.com/book/show/2052.The_Big_Sleep,Raymond Chandler,3.96,"11,266"
768,"A Canticle for Leibowitz (St. Leibowitz, #1)",https://goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,Walter M. Miller Jr.,3.98,"11,259"
769,"Rubinrot (Edelstein-Trilogie, #1)",https://goodreads.com/book/show/6325285-rubinrot,Kerstin Gier,4.13,"11,226"
770,The Aeneid,https://goodreads.com/book/show/12914.The_Aeneid,Virgil,3.86,"11,198"
771,Walk Two Moons,https://goodreads.com/book/show/53496.Walk_Two_Moons,Sharon Creech,3.99,"11,186"
772,"One Fish, Two Fish, Red Fish, Blue Fish",https://goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,Dr. Seuss,4.17,"11,162"
773,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",https://goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd,Agatha Christie,4.27,"11,156"
774,"Ender's Shadow (The Shadow Series, #1)",https://goodreads.com/book/show/9532.Ender_s_Shadow,Orson Scott Card,4.31,"11,139"
775,The Story of My Life,https://goodreads.com/book/show/821611.The_Story_of_My_Life,Helen Keller,4.08,"11,115"
776,The Corrections,https://goodreads.com/book/show/3805.The_Corrections,Jonathan Franzen,3.83,"11,105"
777,The Magic Mountain,https://goodreads.com/book/show/88077.The_Magic_Mountain,Thomas Mann,4.12,"11,096"
778,"Confessions of a Shopaholic (Shopaholic, #1)",https://goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,Sophie Kinsella,3.69,"11,082"
779,Angle of Repose,https://goodreads.com/book/show/292408.Angle_of_Repose,Wallace Stegner,4.24,"11,080"
780,"Club Dead (Sookie Stackhouse, #3)",https://goodreads.com/book/show/140082.Club_Dead,Charlaine Harris,4.02,"11,063"
781,"Princess Academy (Princess Academy, #1)",https://goodreads.com/book/show/85990.Princess_Academy,Shannon Hale,4.03,"11,007"
782,"Lover Revealed (Black Dagger Brotherhood, #4)",https://goodreads.com/book/show/42898.Lover_Revealed,J.R. Ward,4.29,"10,946"
783,Song of Solomon,https://goodreads.com/book/show/11334.Song_of_Solomon,Toni Morrison,4.13,"10,921"
784,The Shell Seekers,https://goodreads.com/book/show/37095.The_Shell_Seekers,Rosamunde Pilcher,4.18,"10,888"
785,Digital Fortress,https://goodreads.com/book/show/11125.Digital_Fortress,Dan Brown,3.69,"10,875"
786,The Invention of Hugo Cabret,https://goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,Brian Selznick,4.22,"10,862"
787,"The Color of Magic (Discworld, #1; Rincewind, #1)",https://goodreads.com/book/show/34497.The_Color_of_Magic,Terry Pratchett,4.00,"10,861"
788,Hard-Boiled Wonderland and the End of the World,https://goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,Haruki Murakami,4.13,"10,827"
789,"Living Dead in Dallas (Sookie Stackhouse, #2)",https://goodreads.com/book/show/110494.Living_Dead_in_Dallas,Charlaine Harris,3.96,"10,800"
790,One Day,https://goodreads.com/book/show/6280118-one-day,David Nicholls,3.81,"10,795"
791,The Jungle Books,https://goodreads.com/book/show/41684.The_Jungle_Books,Rudyard Kipling,4.01,"10,773"
792,The Power of Myth,https://goodreads.com/book/show/35519.The_Power_of_Myth,Joseph Campbell,4.26,"10,761"
793,"The Eden Paradox (Eden Paradox, #1)",https://goodreads.com/book/show/43722869-the-eden-paradox,Barry Kirwan,4.22,"10,732"
794,"Kingdom of Ash (Throne of Glass, #7)",https://goodreads.com/book/show/33590260-kingdom-of-ash,Sarah J. Maas,4.66,"10,713"
795,"The Edge of Never (The Edge of Never, #1)",https://goodreads.com/book/show/16081272-the-edge-of-never,J.A. Redmerski,4.22,"10,700"
796,"Antigone (The Theban Plays, #3)",https://goodreads.com/book/show/7728.Antigone,Sophocles,3.66,"10,694"
797,Tales of Old: Greek Mythology: Volume 1,https://goodreads.com/book/show/195606774-tales-of-old,Johnathon Nicolaou,4.36,"10,627"
798,"Glass Houses (The Morganville Vampires, #1)",https://goodreads.com/book/show/27266.Glass_Houses,Rachel Caine,3.91,"10,604"
799,"Lover Avenged (Black Dagger Brotherhood, #7)",https://goodreads.com/book/show/5098079-lover-avenged,J.R. Ward,4.36,"10,603"
800,Because of Winn-Dixie,https://goodreads.com/book/show/357664.Because_of_Winn_Dixie,Kate DiCamillo,4.09,"10,581"
801,Ficciones,https://goodreads.com/book/show/426504.Ficciones,Jorge Luis Borges,4.42,"10,553"
802,"An Ember in the Ashes (An Ember in the Ashes, #1)",https://goodreads.com/book/show/27774758-an-ember-in-the-ashes,Sabaa Tahir,4.26,"10,540"
803,"Small Gods (Discworld, #13)",https://goodreads.com/book/show/34484.Small_Gods,Terry Pratchett,4.31,"10,488"
804,Chasing the Devil: The Search for Africa's Fighting Spirit,https://goodreads.com/book/show/7940583-chasing-the-devil,Tim Butcher,4.13,"10,485"
805,"Cryptonomicon (Crypto, #1)",https://goodreads.com/book/show/816.Cryptonomicon,Neal Stephenson,4.24,"10,481"
806,Around the World in Eighty Days,https://goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days,Jules Verne,3.94,"10,478"
807,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,https://goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,Stephen R. Covey,4.15,"10,464"
808,Jude the Obscure,https://goodreads.com/book/show/50798.Jude_the_Obscure,Thomas Hardy,3.83,"10,446"
809,The Omnivore's Dilemma: A Natural History of Four Meals,https://goodreads.com/book/show/3109.The_Omnivore_s_Dilemma,Michael Pollan,4.18,"10,425"
810,Naked Lunch,https://goodreads.com/book/show/7437.Naked_Lunch,William S. Burroughs,3.46,"10,425"
811,Still Alice,https://goodreads.com/book/show/2153405.Still_Alice,Lisa Genova,4.32,"10,403"
812,My Name Is Asher Lev,https://goodreads.com/book/show/11507.My_Name_Is_Asher_Lev,Chaim Potok,4.23,"10,379"
813,The Portrait of a Lady,https://goodreads.com/book/show/264.The_Portrait_of_a_Lady,Henry James,3.79,"10,376"
814,"Worm Holes (Quantum Roots, #2)",https://goodreads.com/book/show/34384161-worm-holes,Kyle Keyes,4.34,"10,345"
815,"Mort (Discworld, #4; Death, #1)",https://goodreads.com/book/show/386372.Mort,Terry Pratchett,4.24,"10,344"
816,"Fire (Graceling Realm, #2)",https://goodreads.com/book/show/6137154-fire,Kristin Cashore,4.10,"10,320"
817,Howards End,https://goodreads.com/book/show/38374795-howards-end,E.M. Forster,3.96,"10,317"
818,Choke,https://goodreads.com/book/show/29059.Choke,Chuck Palahniuk,3.71,"10,306"
819,Educated,https://goodreads.com/book/show/35133922-educated,Tara Westover,4.47,"10,288"
820,The Moon Is a Harsh Mistress,https://goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress,Robert A. Heinlein,4.16,"10,282"
821,An Abundance of Katherines,https://goodreads.com/book/show/49750.An_Abundance_of_Katherines,John Green,3.52,"10,268"
822,Normal People,https://goodreads.com/book/show/41057294-normal-people,Sally Rooney,3.81,"10,263"
823,"Mary Poppins (Mary Poppins, #1)",https://goodreads.com/book/show/152380.Mary_Poppins,P.L. Travers,4.01,"10,258"
824,Starship Troopers,https://goodreads.com/book/show/17214.Starship_Troopers,Robert A. Heinlein,4.01,"10,247"
825,Swan Song,https://goodreads.com/book/show/11557.Swan_Song,Robert R. McCammon,4.29,"10,203"
826,"One of Us Is Lying (One of Us is Lying, #1)",https://goodreads.com/book/show/58679358-one-of-us-is-lying,Karen M. McManus,3.95,"10,178"
827,The Namesake,https://goodreads.com/book/show/33917.The_Namesake,Jhumpa Lahiri,4.01,"10,159"
828,"The Passage (The Passage, #1)",https://goodreads.com/book/show/6690798-the-passage,Justin Cronin,4.04,"10,141"
829,Orlando,https://goodreads.com/book/show/18839.Orlando,Virginia Woolf,3.87,"10,071"
830,Holy Bible: New International Version,https://goodreads.com/book/show/280111.Holy_Bible,Anonymous,4.61,"10,046"
831,"A Darker Shade of Magic (Shades of Magic, #1)",https://goodreads.com/book/show/22055262-a-darker-shade-of-magic,V.E. Schwab,4.06,"10,028"
832,Shutter Island,https://goodreads.com/book/show/21686.Shutter_Island,Dennis Lehane,4.11,"10,015"
833,Meditations,https://goodreads.com/book/show/30659.Meditations,Marcus Aurelius,4.27,"9,925"
834,Archer's Voice,https://goodreads.com/book/show/32822135-archer-s-voice,Mia Sheridan,4.26,"9,918"
835,Wild Swans: Three Daughters of China,https://goodreads.com/book/show/1848.Wild_Swans,Jung Chang,4.27,"9,886"
836,Let the Right One In,https://goodreads.com/book/show/943402.Let_the_Right_One_In,John Ajvide Lindqvist,4.04,"9,876"
837,"Finale (Hush, Hush, #4)",https://goodreads.com/book/show/12751687-finale,Becca Fitzpatrick,4.13,"9,868"
838,Mystic River,https://goodreads.com/book/show/21671.Mystic_River,Dennis Lehane,4.17,"9,858"
839,"Linger (The Wolves of Mercy Falls, #2)",https://goodreads.com/book/show/6654313-linger,Maggie Stiefvater,3.88,"9,851"
840,The Forgotten Garden,https://goodreads.com/book/show/3407877-the-forgotten-garden,Kate Morton,4.15,"9,848"
841,Tender Is the Night,https://goodreads.com/book/show/46164.Tender_Is_the_Night,F. Scott Fitzgerald,3.79,"9,846"
842,Pale Fire,https://goodreads.com/book/show/7805.Pale_Fire,Vladimir Nabokov,4.16,"9,835"
843,Survivor,https://goodreads.com/book/show/36236123-survivor,Chuck Palahniuk,3.93,"9,833"
844,I Am the Messenger,https://goodreads.com/book/show/19057.I_Am_the_Messenger,Markus Zusak,4.03,"9,818"
845,The Sea of Tranquility,https://goodreads.com/book/show/16151178-the-sea-of-tranquility,Katja Millay,4.29,"9,801"
846,"Caraval (Caraval, #1)",https://goodreads.com/book/show/27883214-caraval,Stephanie Garber,3.99,"9,780"
847,Exodus,https://goodreads.com/book/show/42697.Exodus,Leon Uris,4.34,"9,735"
848,The Bridges of Madison County,https://goodreads.com/book/show/83674.The_Bridges_of_Madison_County,Robert James Waller,3.68,"9,695"
849,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",https://goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,Douglas Adams,4.21,"9,643"
850,Ethan Frome,https://goodreads.com/book/show/5246.Ethan_Frome,Edith Wharton,3.44,"9,623"
851,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",https://goodreads.com/book/show/50659468-a-court-of-mist-and-fury,Sarah J. Maas,4.64,"9,603"
852,"House of Earth and Blood (Crescent City, #1)",https://goodreads.com/book/show/44778083-house-of-earth-and-blood,Sarah J. Maas,4.48,"9,589"
853,"Walking Disaster (Beautiful, #2)",https://goodreads.com/book/show/15745950-walking-disaster,Jamie McGuire,4.16,"9,582"
854,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",https://goodreads.com/book/show/18243700-the-assassin-s-blade,Sarah J. Maas,4.27,"9,547"
855,"Daughter of the Forest  (Sevenwaters, #1)",https://goodreads.com/book/show/13928.Daughter_of_the_Forest,Juliet Marillier,4.28,"9,543"
856,"Forrest Gump (Forrest Gump, #1)",https://goodreads.com/book/show/186190.Forrest_Gump,Winston Groom,4.03,"9,536"
857,Illusions: The Adventures of a Reluctant Messiah,https://goodreads.com/book/show/29946.Illusions,Richard Bach,4.15,"9,530"
858,Gift from the Sea,https://goodreads.com/book/show/77295.Gift_from_the_Sea,Anne Morrow Lindbergh,4.15,"9,523"
859,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",https://goodreads.com/book/show/53138095-a-court-of-silver-flames,Sarah J. Maas,4.46,"9,518"
860,"The Hunt for Red October (Jack Ryan, #3)",https://goodreads.com/book/show/19691.The_Hunt_for_Red_October,Tom Clancy,4.10,"9,454"
861,"The Awakening (Darkest Powers, #2)",https://goodreads.com/book/show/5391115-the-awakening,Kelley Armstrong,4.14,"9,390"
862,Revolutionary Road,https://goodreads.com/book/show/48328.Revolutionary_Road,Richard Yates,3.92,"9,365"
863,Cold Sassy Tree,https://goodreads.com/book/show/40389231-cold-sassy-tree,Olive Ann Burns,4.02,"9,365"
864,"84, Charing Cross Road",https://goodreads.com/book/show/368916.84_Charing_Cross_Road,Helene Hanff,4.16,"9,317"
865,Nausea,https://goodreads.com/book/show/298275.Nausea,Jean-Paul Sartre,3.94,"9,316"
866,"Absalom, Absalom!",https://goodreads.com/book/show/373755.Absalom_Absalom_,William Faulkner,3.98,"9,280"
867,The Hotel New Hampshire,https://goodreads.com/book/show/11768.The_Hotel_New_Hampshire,John Irving,3.92,"9,260"
868,"Tai-Pan (Asian Saga, #2)",https://goodreads.com/book/show/42933.Tai_Pan,James Clavell,4.29,"9,229"
869,"The Millennium Trilogy (Millennium Trilogy, #1-3)",https://goodreads.com/book/show/7822895-the-millennium-trilogy,Stieg Larsson,4.46,"9,227"
870,The Fall,https://goodreads.com/book/show/11991.The_Fall,Albert Camus,4.04,"9,226"
871,"The Reckoning (Darkest Powers, #3)",https://goodreads.com/book/show/6468666-the-reckoning,Kelley Armstrong,4.18,"9,225"
872,"Dreamfever (Fever, #4)",https://goodreads.com/book/show/6050298-dreamfever,Karen Marie Moning,4.38,"9,213"
873,"Kane & Abel (Kane & Abel, #1)",https://goodreads.com/book/show/78983.Kane_Abel,Jeffrey Archer,4.33,"9,173"
874,"Fablehaven (Fablehaven, #1)",https://goodreads.com/book/show/44652.Fablehaven,Brandon Mull,4.13,"9,171"
875,"The Sparrow (The Sparrow, #1)",https://goodreads.com/book/show/334176.The_Sparrow,Mary Doria Russell,4.13,"9,164"
876,"Winter (The Lunar Chronicles, #4)",https://goodreads.com/book/show/13206900-winter,Marissa Meyer,4.43,"9,160"
877,A Walk in the Woods: Rediscovering America on the Appalachian Trail,https://goodreads.com/book/show/9791.A_Walk_in_the_Woods,Bill Bryson,4.06,"9,152"
878,The Agony and the Ecstasy,https://goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy,Irving Stone,4.08,"9,150"
879,"Specials (Uglies, #3)",https://goodreads.com/book/show/24765.Specials,Scott Westerfeld,3.76,"9,085"
880,Dark Places,https://goodreads.com/book/show/5886881-dark-places,Gillian Flynn,3.95,"9,064"
881,"Gabriel's Inferno (Gabriel's Inferno, #1)",https://goodreads.com/book/show/10140661-gabriel-s-inferno,Sylvain Reynard,3.98,"9,058"
