,Title,Link,Author,Rating,Score
217,David Copperfield,https://goodreads.com/book/show/58696.David_Copperfield,Charles Dickens,4.03,"76,353"
218,The World According to Garp,https://goodreads.com/book/show/7069.The_World_According_to_Garp,John Irving,4.10,"76,298"
219,Thirteen Reasons Why,https://goodreads.com/book/show/29844228-thirteen-reasons-why,Jay Asher,3.85,"75,660"
220,A Little Princess,https://goodreads.com/book/show/3008.A_Little_Princess,Frances Hodgson Burnett,4.22,"74,896"
221,"The Lost Hero (The Heroes of Olympus, #1)",https://goodreads.com/book/show/7736182-the-lost-hero,Rick Riordan,4.31,"74,803"
222,His Dark Materials (His Dark Materials #1-3),https://goodreads.com/book/show/18116.His_Dark_Materials,Philip Pullman,4.28,"73,426"
223,The Chain Between Worlds (The Lost Artefacts #1),https://goodreads.com/book/show/60288648-the-chain-between-worlds,Johnathon Nicolaou,4.54,"72,933"
224,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",https://goodreads.com/book/show/37442.Wicked,Gregory Maguire,3.54,"72,661"
225,Schindler's List,https://goodreads.com/book/show/375013.Schindler_s_List,Thomas Keneally,4.34,"71,998"
226,Shōgun,https://goodreads.com/book/show/52382796-sh-gun,James Clavell,4.40,"71,884"
227,The Green Mile,https://goodreads.com/book/show/11566.The_Green_Mile,Stephen King,4.47,"71,651"
228,"Clockwork Prince (The Infernal Devices, #2)",https://goodreads.com/book/show/10025305-clockwork-prince,Cassandra Clare,4.43,"71,190"
229,Extremely Loud & Incredibly Close,https://goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close,Jonathan Safran Foer,3.97,"70,179"
230,The Silmarillion,https://goodreads.com/book/show/7332.The_Silmarillion,J.R.R. Tolkien,4.00,"70,177"
231,The Velveteen Rabbit,https://goodreads.com/book/show/144974.The_Velveteen_Rabbit,Margery Williams Bianco,4.30,"69,942"
232,The Iliad / The Odyssey,https://goodreads.com/book/show/1375.The_Iliad_The_Odyssey,Homer,4.06,"69,666"
233,The Trial,https://goodreads.com/book/show/17690.The_Trial,Franz Kafka,3.96,"69,631"
234,"Cinder (The Lunar Chronicles, #1)",https://goodreads.com/book/show/36381037-cinder,Marissa Meyer,4.13,"69,391"
235,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",https://goodreads.com/book/show/37470.The_Other_Boleyn_Girl,Philippa Gregory,4.08,"68,735"
236,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",https://goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,Douglas Adams,4.23,"68,122"
237,"Fallen (Fallen, #1)",https://goodreads.com/book/show/6487308-fallen,Lauren Kate,3.72,"67,988"
238,"Last Sacrifice (Vampire Academy, #6)",https://goodreads.com/book/show/6527740-last-sacrifice,Richelle Mead,4.37,"67,218"
239,A Confederacy of Dunces,https://goodreads.com/book/show/310612.A_Confederacy_of_Dunces,John Kennedy Toole,3.89,"66,473"
240,The Sun Also Rises,https://goodreads.com/book/show/3876.The_Sun_Also_Rises,Ernest Hemingway,3.80,"66,225"
241,Man's Search for Meaning,https://goodreads.com/book/show/4069.Man_s_Search_for_Meaning,Viktor E. Frankl,4.37,"65,702"
242,The Secret Magdalene,https://goodreads.com/book/show/514811.The_Secret_Magdalene,Ki Longfellow,4.16,"65,329"
243,Gone Girl,https://goodreads.com/book/show/19288043-gone-girl,Gillian Flynn,4.13,"65,138"
244,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",https://goodreads.com/book/show/6294.Howl_s_Moving_Castle,Diana Wynne Jones,4.29,"64,088"
245,The Crucible: A Play in Four Acts,https://goodreads.com/book/show/17250.The_Crucible,Arthur  Miller,3.60,"63,980"
246,"City of Fallen Angels (The Mortal Instruments, #4)",https://goodreads.com/book/show/6752378-city-of-fallen-angels,Cassandra Clare,4.08,"63,627"
247,Cat's Cradle,https://goodreads.com/book/show/135479.Cat_s_Cradle,Kurt Vonnegut Jr.,4.16,"63,492"
248,The Seven Husbands of Evelyn Hugo,https://goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo,Taylor Jenkins Reid,4.43,"63,104"
249,The Screwtape Letters,https://goodreads.com/book/show/8130077-the-screwtape-letters,C.S. Lewis,4.26,"63,064"
250,The Wind in the Willows,https://goodreads.com/book/show/5659.The_Wind_in_the_Willows,Kenneth Grahame,4.01,"62,534"
251,A Light in the Attic,https://goodreads.com/book/show/30118.A_Light_in_the_Attic,Shel Silverstein,4.35,"62,490"
252,"Spirit Bound (Vampire Academy, #5)",https://goodreads.com/book/show/6479259-spirit-bound,Richelle Mead,4.33,"62,370"
253,The God of Small Things,https://goodreads.com/book/show/9777.The_God_of_Small_Things,Arundhati Roy,3.95,"61,989"
254,The Phantom of the Opera,https://goodreads.com/book/show/480204.The_Phantom_of_the_Opera,Gaston Leroux,3.96,"61,475"
255,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,https://goodreads.com/book/show/561909.The_Hiding_Place,Corrie ten Boom,4.45,"60,882"
256,Blindness,https://goodreads.com/book/show/40495148-blindness,José Saramago,4.17,"60,354"
257,Girl with a Pearl Earring,https://goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,Tracy Chevalier,3.92,"60,197"
258,"Ella Enchanted (Ella Enchanted, #1)",https://goodreads.com/book/show/24337.Ella_Enchanted,Gail Carson Levine,4.00,"59,151"
259,"A Clash of Kings  (A Song of Ice and Fire, #2)",https://goodreads.com/book/show/10572.A_Clash_of_Kings,George R.R. Martin,4.41,"58,898"
260,"Uglies (Uglies, #1)",https://goodreads.com/book/show/24770.Uglies,Scott Westerfeld,3.85,"58,710"
261,The Wind-Up Bird Chronicle,https://goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,Haruki Murakami,4.15,"58,402"
262,Marley and Me: Life and Love With the World's Worst Dog,https://goodreads.com/book/show/12691.Marley_and_Me,John Grogan,4.14,"57,795"
263,She's Come Undone,https://goodreads.com/book/show/5203.She_s_Come_Undone,Wally Lamb,3.90,"57,323"
264,"Shiver (The Wolves of Mercy Falls, #1)",https://goodreads.com/book/show/6068551-shiver,Maggie Stiefvater,3.76,"56,838"
265,The Guernsey Literary and Potato Peel Pie Society,https://goodreads.com/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society,Mary Ann Shaffer,4.19,"56,824"
266,The House of the Spirits,https://goodreads.com/book/show/9328.The_House_of_the_Spirits,Isabel Allende,4.27,"56,734"
267,Fear and Loathing in Las Vegas,https://goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,Hunter S. Thompson,4.07,"55,307"
268,The Shack,https://goodreads.com/book/show/40874325-the-shack,William Paul Young,3.81,"55,227"
269,The Sound and the Fury,https://goodreads.com/book/show/10975.The_Sound_and_the_Fury,William Faulkner,3.86,"55,189"
270,Norwegian Wood,https://goodreads.com/book/show/11297.Norwegian_Wood,Haruki Murakami,4.02,"55,153"
271,Speak,https://goodreads.com/book/show/39280444-speak,Laurie Halse Anderson,4.04,"54,746"
272,For Whom the Bell Tolls,https://goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls,Ernest Hemingway,3.98,"54,499"
273,The Complete Calvin and Hobbes,https://goodreads.com/book/show/24812.The_Complete_Calvin_and_Hobbes,Bill Watterson,4.80,"54,448"
274,The Lord of the Rings,https://goodreads.com/book/show/33.The_Lord_of_the_Rings,J.R.R. Tolkien,4.52,"54,216"
275,"Mockingjay (The Hunger Games, #3)",https://goodreads.com/book/show/7260188-mockingjay,Suzanne Collins,4.08,"53,804"
276,"Marked (House of Night, #1)",https://goodreads.com/book/show/30183.Marked,P.C. Cast,3.81,"53,707"
277,Island of the Blue Dolphins,https://goodreads.com/book/show/41044096-island-of-the-blue-dolphins,Scott O'Dell,3.86,"53,693"
278,Roots: The Saga of an American Family,https://goodreads.com/book/show/546018.Roots,Alex Haley,4.44,"52,960"
279,Stranger in a Strange Land,https://goodreads.com/book/show/350.Stranger_in_a_Strange_Land,Robert A. Heinlein,3.92,"52,872"
280,Paper Towns,https://goodreads.com/book/show/6442769-paper-towns,John Green,3.72,"52,793"
281,Kafka on the Shore,https://goodreads.com/book/show/4929.Kafka_on_the_Shore,Haruki Murakami,4.13,"52,242"
282,Othello,https://goodreads.com/book/show/12996.Othello,William Shakespeare,3.89,"52,118"
283,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",https://goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest,Stieg Larsson,4.23,"51,931"
284,Into the Wild,https://goodreads.com/book/show/1845.Into_the_Wild,Jon Krakauer,4.01,"51,735"
285,"Inkheart (Inkworld, #1)",https://goodreads.com/book/show/28194.Inkheart,Cornelia Funke,3.91,"51,644"
286,The Complete Sherlock Holmes,https://goodreads.com/book/show/188572.The_Complete_Sherlock_Holmes,Arthur Conan Doyle,4.50,"51,349"
287,The Idiot,https://goodreads.com/book/show/12505.The_Idiot,Fyodor Dostoevsky,4.20,"51,161"
288,"Neverwhere (London Below, #1)",https://goodreads.com/book/show/14497.Neverwhere,Neil Gaiman,4.17,"50,914"
289,King Lear,https://goodreads.com/book/show/12938.King_Lear,William Shakespeare,3.91,"50,780"
290,"Beautiful Disaster (Beautiful, #1)",https://goodreads.com/book/show/11505797-beautiful-disaster,Jamie McGuire,4.02,"50,591"
291,Blood River: A Journey to Africa's Broken Heart,https://goodreads.com/book/show/2184798.Blood_River,Tim Butcher,3.97,"50,575"
292,"Delirium (Delirium, #1)",https://goodreads.com/book/show/11614718-delirium,Lauren Oliver,3.95,"50,510"
293,The Things They Carried,https://goodreads.com/book/show/133518.The_Things_They_Carried,Tim O'Brien,4.14,"50,309"
294,White Oleander,https://goodreads.com/book/show/32234.White_Oleander,Janet Fitch,3.99,"50,118"
295,"The Vampire Lestat (The Vampire Chronicles, #2)",https://goodreads.com/book/show/43814.The_Vampire_Lestat,Anne Rice,4.09,"49,910"
296,Uncle Tom's Cabin,https://goodreads.com/book/show/46787.Uncle_Tom_s_Cabin,Harriet Beecher Stowe,3.90,"49,834"
297,"Crooked Kingdom (Six of Crows, #2)",https://goodreads.com/book/show/22299763-crooked-kingdom,Leigh Bardugo,4.60,"49,676"
298,"The Way of Kings (The Stormlight Archive, #1)",https://goodreads.com/book/show/7235533-the-way-of-kings,Brandon Sanderson,4.66,"49,470"
299,Invisible Man,https://goodreads.com/book/show/16981.Invisible_Man,Ralph Ellison,3.91,"49,182"
300,Different Seasons,https://goodreads.com/book/show/39662.Different_Seasons,Stephen King,4.35,"49,141"
301,"The Once and Future King (The Once and Future King, #1-4)",https://goodreads.com/book/show/43545.The_Once_and_Future_King,T.H. White,4.07,"48,744"
302,Midnight Sun [2008 Draft],https://goodreads.com/book/show/4502877-midnight-sun-2008-draft,Stephenie Meyer,4.01,"48,670"
303,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",https://goodreads.com/book/show/32085.All_Creatures_Great_and_Small,James Herriot,4.34,"48,303"
304,I Know This Much Is True,https://goodreads.com/book/show/227711.I_Know_This_Much_Is_True,Wally Lamb,4.20,"48,089"
305,"Foundation (Foundation, #1)",https://goodreads.com/book/show/29579.Foundation,Isaac Asimov,4.17,"47,927"
306,Never Let Me Go,https://goodreads.com/book/show/6334.Never_Let_Me_Go,Kazuo Ishiguro,3.85,"47,811"
307,Flow Down Like Silver,https://goodreads.com/book/show/6801755-flow-down-like-silver,Ki Longfellow,3.98,"47,789"
308,Candide,https://goodreads.com/book/show/19380.Candide,Voltaire,3.76,"47,198"
309,James and the Giant Peach,https://goodreads.com/book/show/6689.James_and_the_Giant_Peach,Roald Dahl,4.03,"47,099"
310,Paradise Lost,https://goodreads.com/book/show/15997.Paradise_Lost,John Milton,3.84,"47,098"
311,The Historian,https://goodreads.com/book/show/30236962-the-historian,Elizabeth Kostova,3.80,"47,000"
312,"Ready Player One (Ready Player One, #1)",https://goodreads.com/book/show/9969571-ready-player-one,Ernest Cline,4.23,"46,897"
313,The Time Machine,https://goodreads.com/book/show/2493.The_Time_Machine,H.G. Wells,3.90,"46,752"
314,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",https://goodreads.com/book/show/28881.Lamb,Christopher Moore,4.23,"46,690"
315,The Thirteenth Tale,https://goodreads.com/book/show/40440.The_Thirteenth_Tale,Diane Setterfield,3.97,"46,454"
316,The Complete Works,https://goodreads.com/book/show/569564.The_Complete_Works,William Shakespeare,4.47,"46,442"
317,Heidi,https://goodreads.com/book/show/93.Heidi,Johanna Spyri,4.02,"45,985"
318,"Wonder (Wonder, #1)",https://goodreads.com/book/show/11387515-wonder,R.J. Palacio,4.38,"45,860"
319,Leaves of Grass,https://goodreads.com/book/show/27494.Leaves_of_Grass,Walt Whitman,4.12,"45,560"
320,"City of Lost Souls (The Mortal Instruments, #5)",https://goodreads.com/book/show/8755776-city-of-lost-souls,Cassandra Clare,4.22,"45,473"
321,"The Son of Neptune (The Heroes of Olympus, #2)",https://goodreads.com/book/show/9520360-the-son-of-neptune,Rick Riordan,4.42,"45,440"
322,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",https://goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,Patrick Rothfuss,4.55,"45,290"
323,"Graceling (Graceling Realm, #1)",https://goodreads.com/book/show/3236307-graceling,Kristin Cashore,4.07,"44,587"
324,The Cider House Rules,https://goodreads.com/book/show/4687.The_Cider_House_Rules,John Irving,4.16,"44,320"
325,"The Mark of Athena (The Heroes of Olympus, #3)",https://goodreads.com/book/show/12127750-the-mark-of-athena,Rick Riordan,4.47,"43,980"
326,"Shatter Me (Shatter Me, #1)",https://goodreads.com/book/show/10429045-shatter-me,Tahereh Mafi,3.87,"43,763"
327,"Are You There God? It's Me, Margaret",https://goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret,Judy Blume,3.94,"43,374"
328,"Me Before You (Me Before You, #1)",https://goodreads.com/book/show/17347634-me-before-you,Jojo Moyes,4.26,"43,332"
329,Fangirl,https://goodreads.com/book/show/16068905-fangirl,Rainbow Rowell,3.96,"43,176"
330,"The Final Empire (Mistborn, #1)",https://goodreads.com/book/show/68428.The_Final_Empire,Brandon Sanderson,4.48,"42,995"
331,'Salem's Lot,https://goodreads.com/book/show/11590._Salem_s_Lot,Stephen King,4.05,"42,694"
332,Walden,https://goodreads.com/book/show/16902.Walden,Henry David Thoreau,3.78,"42,559"
333,Sophie's World,https://goodreads.com/book/show/10959.Sophie_s_World,Jostein Gaarder,3.96,"42,185"
334,The Martian,https://goodreads.com/book/show/18007564-the-martian,Andy Weir,4.41,"41,698"
335,Mrs. Dalloway,https://goodreads.com/book/show/14942.Mrs_Dalloway,Virginia Woolf,3.79,"41,682"
336,East of Eden,https://goodreads.com/book/show/4406.East_of_Eden,John Steinbeck,4.41,"41,671"
337,"Legend (Legend, #1)",https://goodreads.com/book/show/9275658-legend,Marie Lu,4.16,"41,030"
338,The Awakening,https://goodreads.com/book/show/58345.The_Awakening,Kate Chopin,3.68,"40,790"
339,Fried Green Tomatoes at the Whistle Stop Cafe (Whistle Stop #1),https://goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,Fannie Flagg,4.28,"40,557"
340,Sophie's Choice,https://goodreads.com/book/show/228560.Sophie_s_Choice,William Styron,4.17,"39,913"
341,The Complete Maus,https://goodreads.com/book/show/15195.The_Complete_Maus,Art Spiegelman,4.57,"39,858"
342,"The Hound of the Baskervilles (Sherlock Holmes, #5)",https://goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles,Arthur Conan Doyle,4.13,"39,854"
343,Hamlet,https://goodreads.com/book/show/1420.Hamlet,William Shakespeare,4.02,"39,500"
344,"Fifty Shades Darker (Fifty Shades, #2)",https://goodreads.com/book/show/11857408-fifty-shades-darker,E.L. James,3.83,"39,409"
345,The Prince of Tides,https://goodreads.com/book/show/16735.The_Prince_of_Tides,Pat Conroy,4.25,"39,402"
346,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",https://goodreads.com/book/show/16096824-a-court-of-thorns-and-roses,Sarah J. Maas,4.20,"39,395"
347,Middlemarch,https://goodreads.com/book/show/19089.Middlemarch,George Eliot,4.01,"39,375"
348,Stardust,https://goodreads.com/book/show/16793.Stardust,Neil Gaiman,4.10,"39,205"
349,Do Androids Dream of Electric Sheep?,https://goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep,Philip K. Dick,4.09,"39,002"
350,"Dead Until Dark (Sookie Stackhouse, #1)",https://goodreads.com/book/show/301082.Dead_Until_Dark,Charlaine Harris,3.97,"38,924"
351,Eleanor & Park,https://goodreads.com/book/show/15745753-eleanor-park,Rainbow Rowell,3.95,"38,556"
352,The Monster at the End of this Book,https://goodreads.com/book/show/44186.The_Monster_at_the_End_of_this_Book,Jon Stone,4.45,"38,535"
353,"Things Fall Apart (The African Trilogy, #1)",https://goodreads.com/book/show/37781.Things_Fall_Apart,Chinua Achebe,3.73,"38,487"
354,"A Time to Kill (Jake Brigance, #1)",https://goodreads.com/book/show/32542.A_Time_to_Kill,John Grisham,4.11,"38,266"
355,"Bridget Jones's Diary (Bridget Jones, #1)",https://goodreads.com/book/show/227443.Bridget_Jones_s_Diary,Helen Fielding,3.80,"38,191"
356,All the Light We Cannot See,https://goodreads.com/book/show/18143977-all-the-light-we-cannot-see,Anthony Doerr,4.32,"37,980"
357,Black Beauty,https://goodreads.com/book/show/3685.Black_Beauty,Anna Sewell,3.99,"37,941"
358,"The Magician's Nephew (Chronicles of Narnia, #6)",https://goodreads.com/book/show/65605.The_Magician_s_Nephew,C.S. Lewis,4.05,"37,918"
359,Number the Stars,https://goodreads.com/book/show/47281.Number_the_Stars,Lois Lowry,4.18,"37,730"
360,The Graveyard Book,https://goodreads.com/book/show/2213661.The_Graveyard_Book,Neil Gaiman,4.15,"37,472"
361,Franny and Zooey,https://goodreads.com/book/show/5113.Franny_and_Zooey,J.D. Salinger,3.96,"37,464"
362,V for Vendetta,https://goodreads.com/book/show/5805.V_for_Vendetta,Alan Moore,4.26,"37,376"
363,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",https://goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,Benjamin Alire Sáenz,4.32,"36,985"
364,The Witches,https://goodreads.com/book/show/6327.The_Witches,Roald Dahl,4.17,"36,829"
365,The Art of Racing in the Rain,https://goodreads.com/book/show/3153910-the-art-of-racing-in-the-rain,Garth Stein,4.22,"36,657"
366,"The Power of One (The Power of One, #1)",https://goodreads.com/book/show/122.The_Power_of_One,Bryce Courtenay,4.35,"36,426"
367,A Short History of Nearly Everything,https://goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything,Bill Bryson,4.21,"36,394"
368,Love You Forever,https://goodreads.com/book/show/310259.Love_You_Forever,Robert Munsch,4.37,"36,329"
369,"If I Stay (If I Stay, #1)",https://goodreads.com/book/show/4374400-if-i-stay,Gayle Forman,3.92,"36,266"
370,White Fang,https://goodreads.com/book/show/43035.White_Fang,Jack London,4.01,"36,247"
371,"The Gunslinger (The Dark Tower, #1)",https://goodreads.com/book/show/43615.The_Gunslinger,Stephen King,3.93,"36,228"
372,American Psycho,https://goodreads.com/book/show/28676.American_Psycho,Bret Easton Ellis,3.81,"36,081"
373,Beowulf,https://goodreads.com/book/show/52357.Beowulf,Unknown,3.48,"35,875"
374,"Allegiant (Divergent, #3)",https://goodreads.com/book/show/18710190-allegiant,Veronica Roth,3.60,"35,858"
375,The Complete Novels,https://goodreads.com/book/show/14905.The_Complete_Novels,Jane Austen,4.57,"35,458"
376,Gulliver's Travels,https://goodreads.com/book/show/7733.Gulliver_s_Travels,Jonathan Swift,3.58,"35,410"
377,"Harry Potter Series Box Set (Harry Potter, #1-7)",https://goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set,J.K. Rowling,4.74,"34,796"
378,A Portrait of the Artist as a Young Man,https://goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,James Joyce,3.63,"34,682"
379,"Fifty Shades Freed (Fifty Shades, #3)",https://goodreads.com/book/show/13536860-fifty-shades-freed,E.L. James,3.84,"34,505"
380,Tuck Everlasting,https://goodreads.com/book/show/84981.Tuck_Everlasting,Natalie Babbitt,3.90,"34,499"
381,"The Eye of the World (The Wheel of Time, #1)",https://goodreads.com/book/show/228665.The_Eye_of_the_World,Robert Jordan,4.19,"34,449"
382,Bel Canto,https://goodreads.com/book/show/5826.Bel_Canto,Ann Patchett,3.93,"34,387"
383,القرآن الكريم,https://goodreads.com/book/show/646462._,Anonymous,4.38,"34,181"
384,"A Child Called ""It"" (Dave Pelzer, #1)",https://goodreads.com/book/show/60748.A_Child_Called_It_,Dave Pelzer,4.12,"33,607"
385,Cold Mountain,https://goodreads.com/book/show/10920.Cold_Mountain,Charles Frazier,3.88,"33,259"
386,The Tell-Tale Heart and Other Writings,https://goodreads.com/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings,Edgar Allan Poe,4.19,"33,243"
387,Go Ask Alice,https://goodreads.com/book/show/46799.Go_Ask_Alice,Beatrice Sparks,3.74,"33,156"
388,"Dark Lover (Black Dagger Brotherhood, #1)",https://goodreads.com/book/show/42899.Dark_Lover,J.R. Ward,4.16,"33,070"
389,As I Lay Dying,https://goodreads.com/book/show/77013.As_I_Lay_Dying,William Faulkner,3.72,"32,869"
390,The Martian Chronicles,https://goodreads.com/book/show/76778.The_Martian_Chronicles,Ray Bradbury,4.15,"32,856"
391,"Eldest (The Inheritance Cycle, #2)",https://goodreads.com/book/show/45978.Eldest,Christopher Paolini,4.02,"32,591"
392,Cloud Atlas,https://goodreads.com/book/show/49628.Cloud_Atlas,David Mitchell,4.01,"32,549"
393,11/22/63,https://goodreads.com/book/show/10644930-11-22-63,Stephen King,4.33,"32,501"
394,"It Ends with Us (It Ends with Us, #1)",https://goodreads.com/book/show/27362503-it-ends-with-us,Colleen Hoover,4.20,"32,428"
395,War and Peace,https://goodreads.com/book/show/656.War_and_Peace,Leo Tolstoy,4.16,"32,404"
396,"Beautiful Creatures (Caster Chronicles, #1)",https://goodreads.com/book/show/6304335-beautiful-creatures,Kami Garcia,3.77,"32,338"
397,Mansfield Park,https://goodreads.com/book/show/45032.Mansfield_Park,Jane Austen,3.86,"32,284"
398,A Separate Peace,https://goodreads.com/book/show/5148.A_Separate_Peace,John Knowles,3.59,"32,231"
399,Dr. Jekyll and Mr. Hyde,https://goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,3.83,"32,210"
400,Tao Te Ching,https://goodreads.com/book/show/67896.Tao_Te_Ching,Lao Tzu,4.30,"32,145"
401,Steppenwolf,https://goodreads.com/book/show/16631.Steppenwolf,Hermann Hesse,4.13,"32,137"
402,The Hunchback of Notre-Dame,https://goodreads.com/book/show/30597.The_Hunchback_of_Notre_Dame,Victor Hugo,4.01,"32,078"
403,"Brisingr (The Inheritance Cycle, #3)",https://goodreads.com/book/show/2248573.Brisingr,Christopher Paolini,4.08,"31,813"
404,Inferno,https://goodreads.com/book/show/15645.Inferno,Dante Alighieri,4.02,"31,790"
405,"Obsidian (Lux, #1)",https://goodreads.com/book/show/12578077-obsidian,Jennifer L. Armentrout,4.14,"31,763"
406,The Grapes of Wrath,https://goodreads.com/book/show/18114322-the-grapes-of-wrath,John Steinbeck,4.00,"31,480"
407,The BFG,https://goodreads.com/book/show/6319.The_BFG,Roald Dahl,4.23,"31,260"
408,"The House of Hades (The Heroes of Olympus, #4)",https://goodreads.com/book/show/12127810-the-house-of-hades,Rick Riordan,4.56,"31,231"
409,زندگی مه آلود پریا,https://goodreads.com/book/show/40937505,سید مرتضی مصطفوی,3.31,"30,907"
410,The Amazing Adventures of Kavalier & Clay,https://goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,Michael Chabon,4.18,"30,867"
411,Robinson Crusoe,https://goodreads.com/book/show/2932.Robinson_Crusoe,Daniel Defoe,3.68,"30,825"
412,"Stargirl (Stargirl, #1)",https://goodreads.com/book/show/22232.Stargirl,Jerry Spinelli,3.77,"30,685"
413,"The Cruel Prince (The Folk of the Air, #1)",https://goodreads.com/book/show/26032825-the-cruel-prince,Holly Black,4.06,"30,552"
414,Room,https://goodreads.com/book/show/31685789-room,Emma Donoghue,4.07,"30,506"
415,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",https://goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,Robert M. Pirsig,3.78,"30,453"
416,The Last Song,https://goodreads.com/book/show/6400090-the-last-song,Nicholas Sparks,4.16,"30,343"
417,"The Amber Spyglass (His Dark Materials, #3)",https://goodreads.com/book/show/18122.The_Amber_Spyglass,Philip Pullman,4.10,"30,311"
418,Dear John,https://goodreads.com/book/show/5526.Dear_John,Nicholas Sparks,4.04,"30,209"
419,"City of Heavenly Fire (The Mortal Instruments, #6)",https://goodreads.com/book/show/8755785-city-of-heavenly-fire,Cassandra Clare,4.39,"30,195"
420,Midnight's Children,https://goodreads.com/book/show/14836.Midnight_s_Children,Salman Rushdie,3.98,"30,162"
421,Doctor Zhivago,https://goodreads.com/book/show/130440.Doctor_Zhivago,Boris Pasternak,4.01,"30,082"
422,The English Patient,https://goodreads.com/book/show/11713.The_English_Patient,Michael Ondaatje,3.87,"30,010"
423,The Firm,https://goodreads.com/book/show/5358.The_Firm,Robin Waterfield,4.05,"29,880"
424,Heir of Fire (Throne of Glass #3),https://goodreads.com/book/show/20613470-heir-of-fire,Sarah J. Maas,4.46,"29,836"
425,"Crescendo (Hush, Hush, #2)",https://goodreads.com/book/show/7791997-crescendo,Becca Fitzpatrick,3.99,"29,510"
426,The Plague,https://goodreads.com/book/show/11989.The_Plague,Albert Camus,4.02,"29,080"
427,Like Water for Chocolate,https://goodreads.com/book/show/6952.Like_Water_for_Chocolate,Laura Esquivel,3.95,"29,051"
428,The Remains of the Day,https://goodreads.com/book/show/28921.The_Remains_of_the_Day,Kazuo Ishiguro,4.14,"29,034"
429,"My Ántonia (Great Plains Trilogy, #3)",https://goodreads.com/book/show/17150.My_ntonia,Willa Cather,3.82,"28,704"
430,"Dragonfly in Amber (Outlander, #2)",https://goodreads.com/book/show/5364.Dragonfly_in_Amber,Diana Gabaldon,4.34,"28,531"
431,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",https://goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,Ransom Riggs,3.92,"28,441"
432,"Flowers in the Attic (Dollanganger, #1)",https://goodreads.com/book/show/43448.Flowers_in_the_Attic,V.C. Andrews,3.85,"28,409"
433,Breakfast of Champions,https://goodreads.com/book/show/4980.Breakfast_of_Champions,Kurt Vonnegut Jr.,4.07,"28,278"
434,Midnight in the Garden of Good and Evil,https://goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,John Berendt,3.92,"28,202"
435,Breakfast at Tiffany's and Three Stories,https://goodreads.com/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories,Truman Capote,3.85,"28,191"
436,"Ignite Me (Shatter Me, #3)",https://goodreads.com/book/show/13188676-ignite-me,Tahereh Mafi,4.47,"28,064"
437,The Origin of Species,https://goodreads.com/book/show/22463.The_Origin_of_Species,Charles Darwin,4.01,"27,969"
438,"The Subtle Knife (His Dark Materials, #2)",https://goodreads.com/book/show/41637836-the-subtle-knife,Philip Pullman,4.15,"27,794"
439,A Streetcar Named Desire,https://goodreads.com/book/show/12220.A_Streetcar_Named_Desire,Tennessee Williams,3.98,"27,689"
440,"Hopeless (Hopeless, #1)",https://goodreads.com/book/show/15717943-hopeless,Colleen Hoover,4.26,"27,637"
